Age,Attrition,BusinessTravel,Department,DistanceFromHome,EmployeeNumber,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
47,No,Non-Travel,Research & Development,14,1934,Male,2,Research Scientist,2,Married,5467,No,18,1,16,4,8,7,1
56,No,Travel_Rarely,Sales,11,1935,Female,2,Sales Executive,1,Married,5380,No,16,1,6,3,0,0,0
39,No,Travel_Rarely,Research & Development,9,1936,Male,2,Manufacturing Director,1,Married,5151,No,25,1,10,3,10,0,7
38,No,Travel_Frequently,Research & Development,8,1937,Female,2,Research Scientist,2,Divorced,2133,Yes,16,1,20,3,20,11,0
58,No,Travel_Rarely,Sales,21,1938,Female,4,Manager,4,Married,17875,Yes,13,1,29,2,1,0,0
32,Yes,Travel_Frequently,Research & Development,5,1939,Female,1,Research Scientist,3,Single,2432,Yes,14,0,8,3,4,1,0
38,No,Travel_Rarely,Research & Development,9,1940,Male,1,Research Scientist,4,Divorced,4771,No,19,2,10,4,5,2,0
49,No,Travel_Frequently,Research & Development,2,1941,Male,5,Research Director,4,Married,19161,No,15,0,28,3,5,4,4
42,No,Travel_Rarely,Sales,12,1943,Male,2,Sales Executive,4,Divorced,5087,Yes,12,2,14,3,0,0,0
27,Yes,Travel_Frequently,Human Resources,22,1944,Female,1,Human Resources,2,Married,2863,No,12,0,1,3,1,0,0
35,No,Travel_Rarely,Sales,18,1945,Male,2,Sales Executive,1,Married,5561,No,16,1,6,1,5,3,0
28,No,Non-Travel,Research & Development,16,1947,Male,1,Research Scientist,3,Single,2144,No,14,0,5,2,5,3,1
31,No,Non-Travel,Research & Development,3,1948,Male,1,Research Scientist,1,Divorced,3065,Yes,13,1,4,4,4,2,2
36,No,Non-Travel,Research & Development,9,1949,Male,1,Laboratory Technician,2,Married,2810,No,22,0,5,3,5,4,0
34,No,Travel_Rarely,Sales,1,1950,Male,3,Sales Executive,4,Single,9888,No,21,0,14,2,14,8,2
34,No,Travel_Rarely,Sales,13,1951,Male,3,Sales Executive,3,Divorced,8628,No,18,1,9,2,8,7,1
26,No,Travel_Rarely,Research & Development,1,1952,Male,1,Laboratory Technician,1,Single,2867,No,13,0,8,2,7,7,7
29,No,Travel_Rarely,Research & Development,1,1954,Male,2,Healthcare Representative,1,Married,5373,No,12,1,6,2,5,3,0
32,No,Non-Travel,Research & Development,15,1955,Female,2,Healthcare Representative,4,Divorced,6667,No,18,1,9,3,5,1,1
31,No,Travel_Frequently,Research & Development,1,1956,Male,2,Research Scientist,1,Married,5003,No,21,0,10,3,10,8,8
28,Yes,Travel_Rarely,Research & Development,17,1960,Male,1,Laboratory Technician,4,Divorced,2367,No,12,1,6,2,4,1,0
38,No,Travel_Rarely,Sales,1,1961,Male,1,Sales Representative,1,Single,2858,No,14,0,20,2,1,0,0
35,No,Travel_Rarely,Sales,7,1962,Female,2,Sales Executive,4,Married,5204,Yes,11,0,10,3,10,8,0
27,No,Travel_Rarely,Sales,9,1965,Male,2,Sales Executive,4,Single,4105,No,14,0,7,3,7,7,0
32,No,Travel_Rarely,Research & Development,5,1966,Male,2,Manufacturing Director,4,Single,9679,No,24,0,8,3,1,0,0
31,Yes,Travel_Frequently,Sales,26,1967,Male,2,Sales Executive,4,Married,5617,Yes,11,0,10,3,10,7,0
53,Yes,Travel_Rarely,Sales,24,1968,Male,3,Sales Executive,1,Single,10448,Yes,13,0,15,2,2,2,2
54,No,Travel_Rarely,Research & Development,9,1969,Female,2,Research Scientist,3,Married,2897,No,11,2,9,2,4,3,2
33,No,Travel_Frequently,Research & Development,7,1970,Male,2,Healthcare Representative,3,Divorced,5968,No,20,3,9,3,9,7,2
43,No,Travel_Rarely,Research & Development,11,1971,Male,3,Healthcare Representative,3,Married,7510,No,17,1,10,3,10,9,0
38,No,Travel_Frequently,Human Resources,1,1972,Male,1,Human Resources,2,Married,2991,Yes,11,1,7,3,6,2,1
55,No,Travel_Rarely,Human Resources,26,1973,Male,5,Manager,2,Married,19636,Yes,18,1,35,3,10,9,1
31,No,Travel_Rarely,Research & Development,2,1974,Female,1,Laboratory Technician,4,Divorced,1129,Yes,11,3,1,3,1,0,0
39,No,Travel_Rarely,Sales,15,1975,Male,4,Sales Executive,1,Single,13341,No,12,0,21,3,20,8,11
42,No,Non-Travel,Research & Development,23,1976,Male,2,Research Scientist,3,Single,4332,No,12,0,20,3,20,9,3
31,No,Non-Travel,Research & Development,10,1979,Female,3,Research Director,3,Married,11031,No,20,1,13,4,11,7,4
54,No,Travel_Rarely,Research & Development,10,1980,Female,2,Manufacturing Director,1,Single,4440,Yes,19,0,9,3,5,2,1
24,No,Travel_Rarely,Research & Development,1,1981,Male,2,Healthcare Representative,3,Single,4617,No,12,0,4,2,4,3,1
23,No,Travel_Rarely,Research & Development,12,1982,Male,1,Laboratory Technician,4,Single,2647,No,13,0,5,4,5,2,1
40,No,Travel_Frequently,Research & Development,11,1985,Female,2,Laboratory Technician,3,Married,6323,No,11,1,10,4,10,9,9
40,No,Travel_Rarely,Sales,2,1986,Female,2,Sales Executive,2,Married,5677,No,14,1,15,3,11,8,5
25,No,Travel_Rarely,Human Resources,2,1987,Female,1,Human Resources,2,Married,2187,No,14,0,6,3,2,0,1
30,No,Travel_Rarely,Research & Development,1,1989,Male,1,Laboratory Technician,2,Married,3748,No,13,0,12,2,12,8,1
25,No,Travel_Rarely,Research & Development,2,1992,Male,1,Laboratory Technician,3,Divorced,3977,Yes,19,1,7,2,2,2,0
47,No,Travel_Rarely,Research & Development,25,1993,Male,3,Healthcare Representative,3,Single,8633,No,23,0,25,3,17,14,12
33,No,Non-Travel,Research & Development,1,1994,Male,1,Laboratory Technician,3,Divorced,2008,No,12,3,1,2,1,1,0
38,No,Travel_Rarely,Sales,1,1995,Male,2,Sales Executive,2,Married,4440,No,15,2,16,3,15,13,5
31,No,Travel_Rarely,Sales,2,1996,Male,1,Sales Representative,3,Married,3067,No,19,1,3,3,2,2,1
38,No,Travel_Frequently,Research & Development,6,1997,Male,2,Manufacturing Director,3,Married,5321,No,11,1,10,3,8,3,7
42,No,Travel_Rarely,Research & Development,18,1998,Male,2,Research Scientist,1,Divorced,5410,Yes,17,1,9,2,4,3,1
41,No,Travel_Rarely,Research & Development,1,1999,Male,1,Research Scientist,4,Married,2782,No,22,1,12,3,5,3,1
47,No,Non-Travel,Research & Development,1,2000,Female,3,Research Director,2,Married,11957,No,18,2,14,1,13,8,5
35,No,Travel_Rarely,Research & Development,11,2003,Male,1,Laboratory Technician,3,Married,2660,Yes,11,1,5,3,2,2,2
22,No,Travel_Rarely,Research & Development,1,2007,Male,1,Research Scientist,3,Single,3375,No,12,0,4,4,3,2,1
35,No,Travel_Rarely,Research & Development,9,2008,Male,2,Research Scientist,3,Single,5098,No,19,0,10,3,10,7,0
33,No,Travel_Rarely,Research & Development,15,2009,Female,2,Healthcare Representative,4,Married,4878,Yes,13,1,10,3,9,7,8
32,No,Travel_Rarely,Research & Development,29,2010,Female,1,Laboratory Technician,2,Single,2837,No,13,0,6,3,6,2,4
40,No,Travel_Rarely,Research & Development,1,2012,Male,1,Laboratory Technician,4,Married,2406,No,19,2,8,2,1,0,0
32,No,Travel_Rarely,Sales,1,2013,Male,1,Sales Representative,2,Married,2269,No,14,1,3,3,2,2,2
39,No,Travel_Rarely,Research & Development,24,2014,Male,2,Research Scientist,4,Single,4108,No,13,0,18,3,7,7,1
38,No,Travel_Rarely,Research & Development,10,2015,Female,3,Research Director,3,Married,13206,No,12,1,20,3,18,16,1
32,No,Travel_Rarely,Sales,1,2016,Female,3,Sales Executive,4,Married,10422,No,19,2,14,3,14,10,5
37,No,Travel_Rarely,Research & Development,10,2017,Female,3,Research Director,4,Married,13744,Yes,25,1,16,3,16,11,6
25,No,Travel_Rarely,Sales,8,2018,Female,2,Sales Executive,3,Divorced,4907,Yes,22,1,6,2,5,3,0
52,No,Non-Travel,Sales,29,2019,Male,1,Sales Representative,4,Divorced,3482,No,15,2,16,2,9,8,0
44,No,Travel_Rarely,Research & Development,1,2020,Male,1,Research Scientist,4,Single,2436,Yes,12,0,6,3,4,3,1
21,No,Travel_Rarely,Sales,5,2021,Male,1,Sales Representative,1,Single,2380,Yes,11,0,2,3,2,2,1
39,No,Non-Travel,Research & Development,9,2022,Male,5,Manager,4,Single,19431,No,13,0,21,2,6,0,1
23,Yes,Travel_Frequently,Sales,9,2023,Male,1,Sales Representative,1,Married,1790,No,19,1,1,2,1,0,1
36,No,Travel_Rarely,Sales,3,2024,Female,3,Sales Executive,4,Married,7644,No,19,2,10,3,9,7,3
36,No,Travel_Frequently,Research & Development,4,2025,Female,2,Manufacturing Director,2,Divorced,5131,No,13,3,18,3,4,2,0
56,No,Non-Travel,Research & Development,1,2026,Male,2,Healthcare Representative,3,Divorced,6306,No,21,1,13,2,13,12,1
29,Yes,Travel_Rarely,Research & Development,1,2027,Male,1,Research Scientist,4,Married,4787,Yes,14,3,4,4,2,2,2
42,No,Travel_Rarely,Research & Development,2,2031,Male,5,Manager,3,Married,18880,No,11,0,24,2,22,6,4
56,Yes,Travel_Rarely,Research & Development,7,2032,Male,1,Laboratory Technician,3,Married,2339,No,11,1,14,1,10,9,9
41,No,Travel_Rarely,Research & Development,28,2034,Female,4,Manufacturing Director,2,Married,13570,No,23,1,21,3,20,7,0
34,No,Travel_Rarely,Sales,28,2035,Female,2,Sales Executive,3,Married,6712,No,21,2,8,3,8,7,1
36,No,Non-Travel,Sales,15,2036,Male,2,Sales Executive,4,Divorced,5406,No,24,1,15,2,15,12,11
41,No,Travel_Rarely,Sales,3,2037,Male,2,Sales Executive,2,Divorced,8938,No,11,1,14,3,5,4,0
32,No,Travel_Rarely,Research & Development,2,2038,Male,1,Research Scientist,1,Single,2439,No,14,0,4,3,4,2,1
35,No,Travel_Rarely,Human Resources,26,2040,Female,3,Human Resources,4,Single,8837,Yes,16,0,9,3,9,0,1
38,No,Travel_Rarely,Sales,10,2041,Female,2,Sales Executive,4,Married,5343,No,11,1,10,3,10,7,1
50,Yes,Travel_Frequently,Sales,1,2044,Male,2,Sales Executive,3,Divorced,6728,No,12,2,12,3,6,3,0
36,No,Travel_Rarely,Sales,11,2045,Female,2,Sales Executive,4,Married,6652,No,13,1,8,2,6,3,0
45,No,Travel_Rarely,Sales,20,2046,Female,2,Sales Executive,3,Single,4850,No,15,0,8,3,5,3,0
40,No,Travel_Rarely,Research & Development,2,2048,Male,1,Research Scientist,3,Single,2809,No,14,0,8,3,2,2,2
35,No,Travel_Frequently,Research & Development,18,2049,Male,2,Healthcare Representative,3,Married,5689,Yes,14,2,10,4,10,2,0
40,No,Travel_Rarely,Research & Development,2,2051,Female,1,Research Scientist,3,Married,2001,No,14,3,20,3,5,3,0
35,No,Travel_Rarely,Research & Development,1,2052,Female,1,Research Scientist,4,Married,2977,No,12,1,4,3,4,3,1
29,No,Travel_Rarely,Research & Development,13,2053,Male,2,Laboratory Technician,2,Married,4025,Yes,13,1,10,3,4,3,0
29,No,Travel_Rarely,Research & Development,28,2054,Female,1,Research Scientist,1,Single,3785,No,14,0,5,1,5,4,0
50,Yes,Travel_Rarely,Sales,28,2055,Male,3,Sales Executive,1,Divorced,10854,Yes,13,1,20,3,3,2,2
39,No,Travel_Rarely,Sales,24,2056,Female,4,Sales Executive,4,Married,12031,No,11,1,21,2,20,9,9
31,No,Non-Travel,Research & Development,5,2057,Male,2,Manufacturing Director,1,Single,9936,No,19,0,10,3,9,4,1
26,No,Travel_Rarely,Sales,5,2060,Female,1,Sales Representative,3,Single,2966,No,18,0,5,3,4,2,0
36,No,Travel_Frequently,Research & Development,23,2061,Male,2,Laboratory Technician,4,Married,2571,No,17,1,17,3,5,2,0
39,No,Travel_Rarely,Research & Development,6,2062,Male,3,Healthcare Representative,1,Married,9991,No,15,1,9,3,7,7,1
27,No,Travel_Rarely,Research & Development,4,2064,Male,2,Manufacturing Director,2,Married,6142,Yes,20,1,6,3,6,2,0
49,No,Travel_Frequently,Sales,2,2065,Male,2,Sales Executive,2,Married,5390,No,14,0,17,2,9,6,0
34,No,Travel_Rarely,Research & Development,8,2068,Male,2,Laboratory Technician,3,Married,4404,No,12,0,6,4,4,3,1
